N,button_coverage,dead_repeat_rate,family,file,game,length,level,longest_streak,mean_first_try,nochange_rate,novel_alt_frac,novel_frac,outcome,retry,run,solved,valid_coverage
10,,0.0,dense 27B (Jethro / Mini),ft09-0d8bbf25_p0_events.jsonl,ft09,17,3,1,,0.0,1.0,1.0,truncated,0,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,
0,,,dense 27B (Jethro / Mini),ft09-0d8bbf25_p0_events.jsonl,ft09,17,3,,,,,,truncated,,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,
10,0.4,0.4,dense 27B (Jethro / Mini),g50t-5849a774_p0_events.jsonl,g50t,14,1,6,8.2,0.3,0.3,0.2,truncated,0,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,0.4
0,,,dense 27B (Jethro / Mini),g50t-5849a774_p0_events.jsonl,g50t,14,1,,,,,,truncated,,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,
10,1.0,0.0,dense 27B (Jethro / Mini),ka59-38d34dbb_p0_events.jsonl,ka59,29,1,4,5.4,0.1,0.5,0.5,solved,0,20260923_182613_20260923_harvest-train18-bossfull-pass3,True,1.0
20,1.0,0.0,dense 27B (Jethro / Mini),ka59-38d34dbb_p0_events.jsonl,ka59,29,1,6,5.4,0.05,0.3,0.3,solved,0,20260923_182613_20260923_harvest-train18-bossfull-pass3,True,1.0
0,,,dense 27B (Jethro / Mini),ka59-38d34dbb_p0_events.jsonl,ka59,29,1,,,,,,solved,,20260923_182613_20260923_harvest-train18-bossfull-pass3,True,
0,,,dense 27B (Jethro / Mini),lf52-271a04aa_p0_events.jsonl,lf52,7,1,,,,,,reset,,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,
10,0.0,0.0,dense 27B (Jethro / Mini),lf52-271a04aa_p0_events.jsonl,lf52,13,1,1,9.333333333333334,0.0,0.7,1.0,solved,1,20260923_182613_20260923_harvest-train18-bossfull-pass3,True,0.16666666666666666
0,,,dense 27B (Jethro / Mini),lf52-271a04aa_p0_events.jsonl,lf52,13,1,,,,,,solved,,20260923_182613_20260923_harvest-train18-bossfull-pass3,True,
10,0.2,0.0,dense 27B (Jethro / Mini),lf52-271a04aa_p0_events.jsonl,lf52,11,2,1,9.0,0.0,0.7,1.0,truncated,0,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,0.3333333333333333
0,,,dense 27B (Jethro / Mini),lf52-271a04aa_p0_events.jsonl,lf52,11,2,,,,,,truncated,,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,
0,,,dense 27B (Jethro / Mini),lp85-305b61c3_p0_events.jsonl,lp85,9,1,,,,,,solved,,20260923_182613_20260923_harvest-train18-bossfull-pass3,True,
0,,,dense 27B (Jethro / Mini),lp85-305b61c3_p0_events.jsonl,lp85,2,2,,,,,,truncated,,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,
10,0.75,0.0,dense 27B (Jethro / Mini),ls20-9607627b_p0_events.jsonl,ls20,12,1,7,7.25,0.1,0.3,0.3,truncated,0,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,0.75
0,,,dense 27B (Jethro / Mini),ls20-9607627b_p0_events.jsonl,ls20,12,1,,,,,,truncated,,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,
10,0.8,0.3,dense 27B (Jethro / Mini),m0r0-492f87ba_p0_events.jsonl,m0r0,12,1,5,5.666666666666667,0.5,0.6,0.4,truncated,0,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,0.6666666666666666
0,,,dense 27B (Jethro / Mini),m0r0-492f87ba_p0_events.jsonl,m0r0,12,1,,,,,,truncated,,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,
0,,,dense 27B (Jethro / Mini),r11l-495a7899_p0_events.jsonl,r11l,4,1,,,,,,truncated,,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,
0,,,dense 27B (Jethro / Mini),s5i5-18d95033_p0_events.jsonl,s5i5,6,1,,,,,,truncated,,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,
0,,,dense 27B (Jethro / Mini),sc25-635fd71a_p0_events.jsonl,sc25,5,1,,,,,,truncated,,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,
10,0.6,0.0,dense 27B (Jethro / Mini),sk48-d8078629_p0_events.jsonl,sk48,16,1,5,7.833333333333333,0.1,0.3,0.3,truncated,0,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,0.5
0,,,dense 27B (Jethro / Mini),sk48-d8078629_p0_events.jsonl,sk48,16,1,,,,,,truncated,,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,
10,0.8,0.0,dense 27B (Jethro / Mini),sp80-589a99af_p0_events.jsonl,sp80,11,1,5,6.0,0.0,0.5,0.4,truncated,0,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,0.6666666666666666
0,,,dense 27B (Jethro / Mini),sp80-589a99af_p0_events.jsonl,sp80,11,1,,,,,,truncated,,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,
0,,,dense 27B (Jethro / Mini),tn36-ef4dde99_p0_events.jsonl,tn36,4,1,,,,,,truncated,,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,
0,,,dense 27B (Jethro / Mini),wa30-ee6fef47_p0_events.jsonl,wa30,8,1,,,,,,truncated,,20260923_182613_20260923_harvest-train18-bossfull-pass3,False,
10,0.8333333333333334,0.0,dense 27B (Jethro / Mini),ar25-0c556536_p0_events.jsonl,ar25,20,1,6,5.285714285714286,0.0,0.5,0.5,solved,0,20260915_230835_qwen38-27b-baseline-25g,True,0.7142857142857143
20,0.8333333333333334,0.0,dense 27B (Jethro / Mini),ar25-0c556536_p0_events.jsonl,ar25,20,1,11,8.142857142857142,0.0,0.3,0.25,solved,0,20260915_230835_qwen38-27b-baseline-25g,True,0.7142857142857143
0,,,dense 27B (Jethro / Mini),ar25-0c556536_p0_events.jsonl,ar25,20,1,,,,,,solved,,20260915_230835_qwen38-27b-baseline-25g,True,
10,0.6666666666666666,0.0,dense 27B (Jethro / Mini),ar25-0c556536_p0_events.jsonl,ar25,14,2,4,7.428571428571429,0.2,0.8,0.4,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,0.5714285714285714
0,,,dense 27B (Jethro / Mini),ar25-0c556536_p0_events.jsonl,ar25,14,2,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,0.3333333333333333,0.0,dense 27B (Jethro / Mini),bp35-0a0ad940_p0_events.jsonl,bp35,22,1,1,6.25,0.0,0.9,0.9,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,0.5
20,0.3333333333333333,0.0,dense 27B (Jethro / Mini),bp35-0a0ad940_p0_events.jsonl,bp35,22,1,3,11.25,0.0,0.6,0.75,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,0.5
0,,,dense 27B (Jethro / Mini),bp35-0a0ad940_p0_events.jsonl,bp35,22,1,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,1.0,0.0,dense 27B (Jethro / Mini),cd82-fb555c5d_p0_events.jsonl,cd82,23,1,1,3.8333333333333335,0.3,0.8,0.7,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,1.0
20,1.0,0.25,dense 27B (Jethro / Mini),cd82-fb555c5d_p0_events.jsonl,cd82,23,1,1,3.8333333333333335,0.2,0.8,0.4,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,1.0
0,,,dense 27B (Jethro / Mini),cd82-fb555c5d_p0_events.jsonl,cd82,23,1,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,0.8,0.0,dense 27B (Jethro / Mini),cn04-2fe56bfb_p0_events.jsonl,cn04,16,1,5,6.666666666666667,0.0,0.7,0.4,solved,0,20260915_230835_qwen38-27b-baseline-25g,True,0.6666666666666666
0,,,dense 27B (Jethro / Mini),cn04-2fe56bfb_p0_events.jsonl,cn04,16,1,,,,,,solved,,20260915_230835_qwen38-27b-baseline-25g,True,
0,,,dense 27B (Jethro / Mini),cn04-2fe56bfb_p0_events.jsonl,cn04,4,2,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,0.5,0.2,dense 27B (Jethro / Mini),dc22-fdcac232_p0_events.jsonl,dc22,20,1,4,5.6,0.5,0.6,0.7,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,0.6
20,0.75,0.1,dense 27B (Jethro / Mini),dc22-fdcac232_p0_events.jsonl,dc22,20,1,4,8.2,0.4,0.6,0.75,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,0.8
0,,,dense 27B (Jethro / Mini),dc22-fdcac232_p0_events.jsonl,dc22,20,1,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,,0.1,dense 27B (Jethro / Mini),ft09-0d8bbf25_p0_events.jsonl,ft09,28,1,1,,1.0,0.6,0.9,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,
20,,0.25,dense 27B (Jethro / Mini),ft09-0d8bbf25_p0_events.jsonl,ft09,28,1,2,,1.0,0.5,0.75,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,
0,,,dense 27B (Jethro / Mini),ft09-0d8bbf25_p0_events.jsonl,ft09,28,1,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
0,,,dense 27B (Jethro / Mini),g50t-5849a774_p0_events.jsonl,g50t,3,1,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,1.0,0.0,dense 27B (Jethro / Mini),ka59-38d34dbb_p0_events.jsonl,ka59,49,1,2,3.8,0.1,0.6,0.6,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,1.0
20,1.0,0.0,dense 27B (Jethro / Mini),ka59-38d34dbb_p0_events.jsonl,ka59,49,1,2,3.8,0.1,0.45,0.5,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,1.0
40,1.0,0.175,dense 27B (Jethro / Mini),ka59-38d34dbb_p0_events.jsonl,ka59,49,1,8,3.8,0.1,0.225,0.275,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,1.0
0,,,dense 27B (Jethro / Mini),ka59-38d34dbb_p0_events.jsonl,ka59,49,1,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,0.4,0.0,dense 27B (Jethro / Mini),lf52-271a04aa_p0_events.jsonl,lf52,13,1,1,7.5,0.0,0.8,0.8,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,0.5
0,,,dense 27B (Jethro / Mini),lf52-271a04aa_p0_events.jsonl,lf52,13,1,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
0,,,dense 27B (Jethro / Mini),lp85-305b61c3_p0_events.jsonl,lp85,5,1,,,,,,solved,,20260915_230835_qwen38-27b-baseline-25g,True,
0,,,dense 27B (Jethro / Mini),lp85-305b61c3_p0_events.jsonl,lp85,3,2,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,0.5,0.0,dense 27B (Jethro / Mini),ls20-9607627b_p0_events.jsonl,ls20,42,1,8,6.25,0.0,0.2,0.2,solved,0,20260915_230835_qwen38-27b-baseline-25g,True,0.5
20,0.5,0.0,dense 27B (Jethro / Mini),ls20-9607627b_p0_events.jsonl,ls20,42,1,13,11.25,0.0,0.1,0.1,solved,0,20260915_230835_qwen38-27b-baseline-25g,True,0.5
40,1.0,0.0,dense 27B (Jethro / Mini),ls20-9607627b_p0_events.jsonl,ls20,42,1,13,15.75,0.0,0.175,0.1,solved,0,20260915_230835_qwen38-27b-baseline-25g,True,1.0
0,,,dense 27B (Jethro / Mini),ls20-9607627b_p0_events.jsonl,ls20,42,1,,,,,,solved,,20260915_230835_qwen38-27b-baseline-25g,True,
10,0.6,0.3,dense 27B (Jethro / Mini),m0r0-492f87ba_p0_events.jsonl,m0r0,137,1,6,5.333333333333333,0.4,0.4,0.4,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,0.6666666666666666
20,0.8,0.5,dense 27B (Jethro / Mini),m0r0-492f87ba_p0_events.jsonl,m0r0,137,1,8,7.166666666666667,0.45,0.25,0.25,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,0.8333333333333334
40,1.0,0.525,dense 27B (Jethro / Mini),m0r0-492f87ba_p0_events.jsonl,m0r0,137,1,9,9.166666666666666,0.325,0.25,0.175,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,1.0
0,,,dense 27B (Jethro / Mini),m0r0-492f87ba_p0_events.jsonl,m0r0,137,1,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
0,,,dense 27B (Jethro / Mini),r11l-495a7899_p0_events.jsonl,r11l,7,1,,,,,,solved,,20260915_230835_qwen38-27b-baseline-25g,True,
10,0.8,0.0,dense 27B (Jethro / Mini),re86-8af5384d_p0_events.jsonl,re86,29,1,3,5.4,0.0,0.4,0.4,solved,0,20260915_230835_qwen38-27b-baseline-25g,True,0.8
20,0.8,0.0,dense 27B (Jethro / Mini),re86-8af5384d_p0_events.jsonl,re86,29,1,3,7.4,0.0,0.2,0.2,solved,0,20260915_230835_qwen38-27b-baseline-25g,True,0.8
0,,,dense 27B (Jethro / Mini),re86-8af5384d_p0_events.jsonl,re86,29,1,,,,,,solved,,20260915_230835_qwen38-27b-baseline-25g,True,
0,,,dense 27B (Jethro / Mini),re86-8af5384d_p0_events.jsonl,re86,1,2,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,,0.0,dense 27B (Jethro / Mini),s5i5-18d95033_p0_events.jsonl,s5i5,24,1,2,,0.0,0.8,0.9,solved,0,20260915_230835_qwen38-27b-baseline-25g,True,
20,,0.0,dense 27B (Jethro / Mini),s5i5-18d95033_p0_events.jsonl,s5i5,24,1,5,,0.0,0.45,0.5,solved,0,20260915_230835_qwen38-27b-baseline-25g,True,
0,,,dense 27B (Jethro / Mini),s5i5-18d95033_p0_events.jsonl,s5i5,24,1,,,,,,solved,,20260915_230835_qwen38-27b-baseline-25g,True,
0,,,dense 27B (Jethro / Mini),s5i5-18d95033_p0_events.jsonl,s5i5,5,2,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,0.5,0.0,dense 27B (Jethro / Mini),sb26-7fbdac44_p0_events.jsonl,sb26,12,1,1,5.0,0.1,0.9,0.9,solved,0,20260915_230835_qwen38-27b-baseline-25g,True,0.6666666666666666
0,,,dense 27B (Jethro / Mini),sb26-7fbdac44_p0_events.jsonl,sb26,12,1,,,,,,solved,,20260915_230835_qwen38-27b-baseline-25g,True,
10,0.0,0.0,dense 27B (Jethro / Mini),sb26-7fbdac44_p0_events.jsonl,sb26,59,2,1,7.666666666666667,0.0,0.9,1.0,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,0.3333333333333333
20,0.5,0.0,dense 27B (Jethro / Mini),sb26-7fbdac44_p0_events.jsonl,sb26,59,2,1,12.333333333333334,0.1,0.8,0.9,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,0.6666666666666666
40,0.5,0.025,dense 27B (Jethro / Mini),sb26-7fbdac44_p0_events.jsonl,sb26,59,2,1,19.0,0.075,0.4,0.6,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,0.6666666666666666
0,,,dense 27B (Jethro / Mini),sb26-7fbdac44_p0_events.jsonl,sb26,59,2,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,1.0,0.1,dense 27B (Jethro / Mini),sc25-635fd71a_p0_events.jsonl,sc25,20,1,1,3.8,0.4,0.7,0.8,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,1.0
20,1.0,0.1,dense 27B (Jethro / Mini),sc25-635fd71a_p0_events.jsonl,sc25,20,1,1,3.8,0.25,0.5,0.7,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,1.0
0,,,dense 27B (Jethro / Mini),sc25-635fd71a_p0_events.jsonl,sc25,20,1,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,0.6,0.0,dense 27B (Jethro / Mini),sk48-d8078629_p0_events.jsonl,sk48,43,1,3,6.833333333333333,0.3,0.4,0.4,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,0.6666666666666666
20,0.8,0.25,dense 27B (Jethro / Mini),sk48-d8078629_p0_events.jsonl,sk48,43,1,4,9.666666666666666,0.15,0.25,0.25,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,0.8333333333333334
40,0.8,0.4,dense 27B (Jethro / Mini),sk48-d8078629_p0_events.jsonl,sk48,43,1,5,13.0,0.25,0.125,0.125,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,0.8333333333333334
0,,,dense 27B (Jethro / Mini),sk48-d8078629_p0_events.jsonl,sk48,43,1,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,0.8,0.0,dense 27B (Jethro / Mini),sp80-589a99af_p0_events.jsonl,sp80,26,1,6,4.333333333333333,0.0,0.5,0.5,solved,0,20260915_230835_qwen38-27b-baseline-25g,True,0.8333333333333334
20,1.0,0.0,dense 27B (Jethro / Mini),sp80-589a99af_p0_events.jsonl,sp80,26,1,6,4.333333333333333,0.0,0.45,0.35,solved,0,20260915_230835_qwen38-27b-baseline-25g,True,1.0
0,,,dense 27B (Jethro / Mini),sp80-589a99af_p0_events.jsonl,sp80,26,1,,,,,,solved,,20260915_230835_qwen38-27b-baseline-25g,True,
10,0.4,0.0,dense 27B (Jethro / Mini),sp80-589a99af_p0_events.jsonl,sp80,14,2,5,8.5,0.0,0.4,0.2,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,0.3333333333333333
0,,,dense 27B (Jethro / Mini),sp80-589a99af_p0_events.jsonl,sp80,14,2,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,0.0,0.0,dense 27B (Jethro / Mini),su15-1944f8ab_p0_events.jsonl,su15,23,1,2,6.0,0.0,0.5,0.9,solved,0,20260915_230835_qwen38-27b-baseline-25g,True,0.5
20,0.0,0.0,dense 27B (Jethro / Mini),su15-1944f8ab_p0_events.jsonl,su15,23,1,2,11.0,0.0,0.35,0.95,solved,0,20260915_230835_qwen38-27b-baseline-25g,True,0.5
0,,,dense 27B (Jethro / Mini),su15-1944f8ab_p0_events.jsonl,su15,23,1,,,,,,solved,,20260915_230835_qwen38-27b-baseline-25g,True,
10,0.0,0.0,dense 27B (Jethro / Mini),su15-1944f8ab_p0_events.jsonl,su15,30,2,2,6.0,0.1,0.6,0.8,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,0.5
20,0.0,0.25,dense 27B (Jethro / Mini),su15-1944f8ab_p0_events.jsonl,su15,30,2,4,11.0,0.25,0.35,0.5,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,0.5
0,,,dense 27B (Jethro / Mini),su15-1944f8ab_p0_events.jsonl,su15,30,2,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,,0.0,dense 27B (Jethro / Mini),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.7,0.9,died,0,20260915_230835_qwen38-27b-baseline-25g,False,
20,,0.0,dense 27B (Jethro / Mini),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,1,,0.0,0.45,0.7,died,0,20260915_230835_qwen38-27b-baseline-25g,False,
40,,0.0,dense 27B (Jethro / Mini),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,2,,0.0,0.325,0.55,died,0,20260915_230835_qwen38-27b-baseline-25g,False,
0,,,dense 27B (Jethro / Mini),tn36-ef4dde99_p0_events.jsonl,tn36,61,1,,,,,,died,,20260915_230835_qwen38-27b-baseline-25g,False,
0,,,dense 27B (Jethro / Mini),tn36-ef4dde99_p0_events.jsonl,tn36,3,1,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,1.0,0.0,dense 27B (Jethro / Mini),tr87-cd924810_p0_events.jsonl,tr87,54,1,6,2.5,0.0,0.5,0.4,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,1.0
20,1.0,0.0,dense 27B (Jethro / Mini),tr87-cd924810_p0_events.jsonl,tr87,54,1,15,2.5,0.0,0.3,0.2,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,1.0
40,1.0,0.0,dense 27B (Jethro / Mini),tr87-cd924810_p0_events.jsonl,tr87,54,1,15,2.5,0.0,0.25,0.1,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,1.0
0,,,dense 27B (Jethro / Mini),tr87-cd924810_p0_events.jsonl,tr87,54,1,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,0.5,0.0,dense 27B (Jethro / Mini),tu93-0768757b_p0_events.jsonl,tu93,50,1,7,6.75,0.0,0.2,0.2,died,0,20260915_230835_qwen38-27b-baseline-25g,False,0.5
20,0.5,0.0,dense 27B (Jethro / Mini),tu93-0768757b_p0_events.jsonl,tu93,50,1,17,11.75,0.0,0.1,0.1,died,0,20260915_230835_qwen38-27b-baseline-25g,False,0.5
40,0.75,0.0,dense 27B (Jethro / Mini),tu93-0768757b_p0_events.jsonl,tu93,50,1,25,18.75,0.0,0.075,0.075,died,0,20260915_230835_qwen38-27b-baseline-25g,False,0.75
0,,,dense 27B (Jethro / Mini),tu93-0768757b_p0_events.jsonl,tu93,50,1,,,,,,died,,20260915_230835_qwen38-27b-baseline-25g,False,
10,0.5,0.0,dense 27B (Jethro / Mini),tu93-0768757b_p0_events.jsonl,tu93,50,1,8,6.25,0.0,0.2,0.2,died,2,20260915_230835_qwen38-27b-baseline-25g,False,0.5
20,0.5,0.0,dense 27B (Jethro / Mini),tu93-0768757b_p0_events.jsonl,tu93,50,1,15,11.25,0.0,0.1,0.1,died,2,20260915_230835_qwen38-27b-baseline-25g,False,0.5
40,1.0,0.0,dense 27B (Jethro / Mini),tu93-0768757b_p0_events.jsonl,tu93,50,1,16,12.5,0.0,0.1,0.1,died,2,20260915_230835_qwen38-27b-baseline-25g,False,1.0
0,,,dense 27B (Jethro / Mini),tu93-0768757b_p0_events.jsonl,tu93,50,1,,,,,,died,,20260915_230835_qwen38-27b-baseline-25g,False,
10,,0.0,dense 27B (Jethro / Mini),vc33-5430563c_p0_events.jsonl,vc33,15,1,3,,0.0,0.6,0.6,solved,0,20260915_230835_qwen38-27b-baseline-25g,True,
0,,,dense 27B (Jethro / Mini),vc33-5430563c_p0_events.jsonl,vc33,15,1,,,,,,solved,,20260915_230835_qwen38-27b-baseline-25g,True,
10,,0.0,dense 27B (Jethro / Mini),vc33-5430563c_p0_events.jsonl,vc33,14,2,2,,0.0,0.3,0.3,solved,0,20260915_230835_qwen38-27b-baseline-25g,True,
0,,,dense 27B (Jethro / Mini),vc33-5430563c_p0_events.jsonl,vc33,14,2,,,,,,solved,,20260915_230835_qwen38-27b-baseline-25g,True,
0,,,dense 27B (Jethro / Mini),vc33-5430563c_p0_events.jsonl,vc33,1,3,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,1.0,0.0,dense 27B (Jethro / Mini),wa30-ee6fef47_p0_events.jsonl,wa30,30,1,3,3.4,0.2,0.5,0.5,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,1.0
20,1.0,0.2,dense 27B (Jethro / Mini),wa30-ee6fef47_p0_events.jsonl,wa30,30,1,4,3.4,0.1,0.25,0.25,truncated,0,20260915_230835_qwen38-27b-baseline-25g,False,1.0
0,,,dense 27B (Jethro / Mini),wa30-ee6fef47_p0_events.jsonl,wa30,30,1,,,,,,truncated,,20260915_230835_qwen38-27b-baseline-25g,False,
10,0.3333333333333333,0.0,dense 27B (Jethro / Mini),ar25-0c556536_p0_events.jsonl,ar25,17,1,9,8.285714285714286,0.0,0.6,0.2,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,0.2857142857142857
0,,,dense 27B (Jethro / Mini),ar25-0c556536_p0_events.jsonl,ar25,17,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
10,0.6666666666666666,0.4,dense 27B (Jethro / Mini),ar25-0c556536_p0_events.jsonl,ar25,25,2,5,7.571428571428571,0.6,0.6,0.5,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,0.7142857142857143
20,0.8333333333333334,0.5,dense 27B (Jethro / Mini),ar25-0c556536_p0_events.jsonl,ar25,25,2,5,10.0,0.4,0.45,0.3,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,0.8571428571428571
0,,,dense 27B (Jethro / Mini),ar25-0c556536_p0_events.jsonl,ar25,25,2,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
10,0.5,0.1,dense 27B (Jethro / Mini),ar25-0c556536_p0_events.jsonl,ar25,20,3,5,6.428571428571429,0.1,0.6,0.4,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.5714285714285714
20,0.5,0.05,dense 27B (Jethro / Mini),ar25-0c556536_p0_events.jsonl,ar25,20,3,8,10.714285714285714,0.05,0.4,0.25,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.5714285714285714
0,,,dense 27B (Jethro / Mini),ar25-0c556536_p0_events.jsonl,ar25,20,3,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.6666666666666666,0.0,dense 27B (Jethro / Mini),ar25-0c556536_p1_events.jsonl,ar25,19,1,6,6.857142857142857,0.0,0.4,0.4,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,0.5714285714285714
0,,,dense 27B (Jethro / Mini),ar25-0c556536_p1_events.jsonl,ar25,19,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
10,0.5,0.6,dense 27B (Jethro / Mini),ar25-0c556536_p1_events.jsonl,ar25,13,2,5,7.571428571428571,0.2,0.6,0.3,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,0.42857142857142855
0,,,dense 27B (Jethro / Mini),ar25-0c556536_p1_events.jsonl,ar25,13,2,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
10,0.3333333333333333,0.0,dense 27B (Jethro / Mini),bp35-0a0ad940_p0_events.jsonl,bp35,29,1,1,6.25,0.0,0.9,1.0,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.5
20,0.3333333333333333,0.0,dense 27B (Jethro / Mini),bp35-0a0ad940_p0_events.jsonl,bp35,29,1,4,11.25,0.0,0.75,0.7,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.5
0,,,dense 27B (Jethro / Mini),bp35-0a0ad940_p0_events.jsonl,bp35,29,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.3333333333333333,0.0,dense 27B (Jethro / Mini),bp35-0a0ad940_p1_events.jsonl,bp35,25,1,2,6.25,0.0,0.8,0.8,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.5
20,0.6666666666666666,0.0,dense 27B (Jethro / Mini),bp35-0a0ad940_p1_events.jsonl,bp35,25,1,4,9.25,0.0,0.65,0.65,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.75
0,,,dense 27B (Jethro / Mini),bp35-0a0ad940_p1_events.jsonl,bp35,25,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,1.0,0.0,dense 27B (Jethro / Mini),cd82-fb555c5d_p0_events.jsonl,cd82,18,1,2,4.666666666666667,0.3,0.9,0.8,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,1.0
0,,,dense 27B (Jethro / Mini),cd82-fb555c5d_p0_events.jsonl,cd82,18,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
